00046; [ ( 1, 00053, 0.8570396 ), ( 2, 00856, 0.44286346 ), ( 3, 01055, 0.42086974 ), ( 4, 00051, 0.3786069 ), ( 5, 00847, 0.37435856 ), ( 6, 00052, 0.32106632 ), ( 7, 00950, 0.29096696 ), ( 8, 00437, 0.25888878 ), ( 9, 00568, 0.25030592 ), ( 10, 00755, 0.24779364 ) ]
00047; [ ( 1, 01165, 0.4386704 ), ( 2, 00840, 0.34212485 ), ( 3, 00680, 0.3032634 ), ( 4, 00437, 0.28520325 ), ( 5, 00973, 0.28474432 ), ( 6, 00926, 0.28088892 ), ( 7, 01111, 0.27671525 ), ( 8, 00140, 0.25277713 ), ( 9, 01156, 0.24799244 ), ( 10, 01137, 0.24509488 ) ]
00044; [ ( 1, 00535, 0.2514167 ), ( 2, 00737, 0.23836827 ), ( 3, 00926, 0.23749684 ), ( 4, 00124, 0.23564158 ), ( 5, 00931, 0.22973648 ), ( 6, 01148, 0.22017594 ), ( 7, 00106, 0.21890138 ), ( 8, 00269, 0.2167037 ), ( 9, 00873, 0.21463989 ), ( 10, 00765, 0.20833102 ) ]
00045; [ ( 1, 00540, 0.5764101 ), ( 2, 00919, 0.47515234 ), ( 3, 00856, 0.35355803 ), ( 4, 00538, 0.3506841 ), ( 5, 00926, 0.3266918 ), ( 6, 00126, 0.31168935 ), ( 7, 00411, 0.30737174 ), ( 8, 00566, 0.3008301 ), ( 9, 00930, 0.27698383 ), ( 10, 01194, 0.26063 ) ]
00048; [ ( 1, 00190, 0.6845491 ), ( 2, 00312, 0.6051254 ), ( 3, 00336, 0.5083848 ), ( 4, 01148, 0.4798901 ), ( 5, 00624, 0.4519469 ), ( 6, 00765, 0.3996169 ), ( 7, 01053, 0.37961942 ), ( 8, 00971, 0.3541188 ), ( 9, 00411, 0.3344877 ), ( 10, 00480, 0.3238985 ) ]
00049; [ ( 1, 00143, 0.9995227 ), ( 2, 00436, 0.6938733 ), ( 3, 00138, 0.491965 ), ( 4, 00504, 0.4856949 ), ( 5, 00562, 0.42943722 ), ( 6, 00563, 0.4167906 ), ( 7, 00568, 0.38164344 ), ( 8, 00553, 0.36581203 ), ( 9, 00137, 0.28255838 ), ( 10, 00313, 0.2455224 ) ]
00042; [ ( 1, 00585, 0.7964624 ), ( 2, 00337, 0.6331621 ), ( 3, 00695, 0.62068164 ), ( 4, 00416, 0.56290346 ), ( 5, 00601, 0.47908166 ), ( 6, 00317, 0.41147208 ), ( 7, 00314, 0.39889607 ), ( 8, 00209, 0.34508967 ), ( 9, 00092, 0.3275174 ), ( 10, 00856, 0.25194144 ) ]
00043; [ ( 1, 00781, 0.27550456 ), ( 2, 00297, 0.2731143 ), ( 3, 00776, 0.2155782 ), ( 4, 00471, 0.21452475 ), ( 5, 00189, 0.1944197 ), ( 6, 00268, 0.19021378 ), ( 7, 00441, 0.17448439 ), ( 8, 00404, 0.16810033 ), ( 9, 00091, 0.16165009 ), ( 10, 01016, 0.16063522 ) ]
00040; [ ( 1, 00077, 0.4140043 ), ( 2, 00465, 0.3396353 ), ( 3, 01183, 0.2794844 ), ( 4, 01234, 0.27211955 ), ( 5, 00811, 0.24706674 ), ( 6, 00798, 0.24579094 ), ( 7, 01186, 0.20888022 ), ( 8, 00258, 0.20561463 ), ( 9, 00926, 0.1979723 ), ( 10, 00971, 0.19569077 ) ]
00041; [ ( 1, 01107, 1.1479853 ), ( 2, 01190, 1.0636957 ), ( 3, 01106, 0.99450904 ), ( 4, 01108, 0.698384 ), ( 5, 00878, 0.5858411 ), ( 6, 00126, 0.48954448 ), ( 7, 00676, 0.46273172 ), ( 8, 00794, 0.4554413 ), ( 9, 00414, 0.38519272 ), ( 10, 00715, 0.37081307 ) ]
00035; [ ( 1, 00765, 0.5171483 ), ( 2, 01105, 0.49038744 ), ( 3, 00758, 0.43787926 ), ( 4, 00798, 0.42677715 ), ( 5, 01128, 0.4122573 ), ( 6, 00915, 0.39797115 ), ( 7, 00811, 0.39178148 ), ( 8, 00785, 0.37565735 ), ( 9, 01113, 0.37459514 ), ( 10, 01146, 0.37180033 ) ]
00036; [ ( 1, 00766, 0.6400511 ), ( 2, 00612, 0.5501015 ), ( 3, 00926, 0.4428889 ), ( 4, 01159, 0.3719167 ), ( 5, 00471, 0.33921495 ), ( 6, 00526, 0.33229196 ), ( 7, 00004, 0.2853533 ), ( 8, 00337, 0.27151358 ), ( 9, 00505, 0.26576605 ), ( 10, 00655, 0.26324737 ) ]
00033; [ ( 1, 00465, 0.40819964 ), ( 2, 00505, 0.40690652 ), ( 3, 00811, 0.36493146 ), ( 4, 01234, 0.2933115 ), ( 5, 01183, 0.2501715 ), ( 6, 00165, 0.22473456 ), ( 7, 00095, 0.22115676 ), ( 8, 00392, 0.21247166 ), ( 9, 00978, 0.20414843 ), ( 10, 01186, 0.18974818 ) ]
00034; [ ( 1, 00929, 0.27437776 ), ( 2, 00404, 0.24187048 ), ( 3, 00916, 0.20855647 ), ( 4, 00846, 0.1613135 ), ( 5, 00773, 0.15068245 ), ( 6, 00795, 0.1455514 ), ( 7, 00978, 0.14491463 ), ( 8, 00403, 0.13786341 ), ( 9, 00210, 0.1291023 ), ( 10, 00707, 0.120693825 ) ]
00039; [ ( 1, 00430, 0.5969364 ), ( 2, 00201, 0.3882571 ), ( 3, 00617, 0.37983948 ), ( 4, 01224, 0.34172198 ), ( 5, 01210, 0.3273124 ), ( 6, 00494, 0.29382 ), ( 7, 00586, 0.293748 ), ( 8, 01238, 0.26972258 ), ( 9, 00912, 0.26132718 ), ( 10, 00764, 0.24813457 ) ]
00037; [ ( 1, 00175, 0.42404908 ), ( 2, 00697, 0.37642416 ), ( 3, 00465, 0.34651917 ), ( 4, 00247, 0.3330004 ), ( 5, 00600, 0.26641166 ), ( 6, 00491, 0.2541851 ), ( 7, 00831, 0.24589714 ), ( 8, 00946, 0.2411366 ), ( 9, 01174, 0.22063036 ), ( 10, 01128, 0.21412826 ) ]
00038; [ ( 1, 00722, 0.40360638 ), ( 2, 00786, 0.37007657 ), ( 3, 00014, 0.35587314 ), ( 4, 00513, 0.34249645 ), ( 5, 00873, 0.29038677 ), ( 6, 01136, 0.28420177 ), ( 7, 01096, 0.2701331 ), ( 8, 01130, 0.25666806 ), ( 9, 01224, 0.25163376 ), ( 10, 00134, 0.24218155 ) ]
00031; [ ( 1, 00433, 0.69427186 ), ( 2, 00043, 0.3971687 ), ( 3, 00760, 0.3133541 ), ( 4, 00332, 0.30884594 ), ( 5, 00767, 0.30545455 ), ( 6, 00651, 0.3006787 ), ( 7, 00469, 0.24870998 ), ( 8, 00764, 0.23718743 ), ( 9, 00552, 0.23386867 ), ( 10, 00647, 0.20946412 ) ]
00032; [ ( 1, 00389, 0.52974755 ), ( 2, 00767, 0.4835595 ), ( 3, 00184, 0.35769245 ), ( 4, 00031, 0.20669208 ), ( 5, 00538, 0.19923249 ), ( 6, 01179, 0.17116353 ), ( 7, 00754, 0.16891557 ), ( 8, 00392, 0.15787335 ), ( 9, 01111, 0.1547948 ), ( 10, 01218, 0.13529338 ) ]
00030; [ ( 1, 00911, 0.46974158 ), ( 2, 01001, 0.4219629 ), ( 3, 01031, 0.37795642 ), ( 4, 00043, 0.3642319 ), ( 5, 01177, 0.36357525 ), ( 6, 01084, 0.30069196 ), ( 7, 01224, 0.29733735 ), ( 8, 00299, 0.29266846 ), ( 9, 00211, 0.2652927 ), ( 10, 00926, 0.2626431 ) ]
00068; [ ( 1, 00543, 0.52536553 ), ( 2, 00546, 0.46782872 ), ( 3, 00767, 0.3931388 ), ( 4, 01149, 0.34103635 ), ( 5, 00206, 0.2927084 ), ( 6, 00926, 0.28927487 ), ( 7, 00628, 0.24282697 ), ( 8, 00349, 0.22459231 ), ( 9, 00021, 0.20666353 ), ( 10, 00106, 0.20189379 ) ]
00069; [ ( 1, 00703, 0.28384715 ), ( 2, 00193, 0.28309068 ), ( 3, 00438, 0.16872886 ), ( 4, 00489, 0.1673639 ), ( 5, 00926, 0.15672682 ), ( 6, 00377, 0.15649684 ), ( 7, 00822, 0.15162614 ), ( 8, 00134, 0.15119001 ), ( 9, 00197, 0.14944321 ), ( 10, 01168, 0.14134996 ) ]
00066; [ ( 1, 00496, 0.45752436 ), ( 2, 00944, 0.43914902 ), ( 3, 00690, 0.41232684 ), ( 4, 00134, 0.31674784 ), ( 5, 00348, 0.29188186 ), ( 6, 00975, 0.2916746 ), ( 7, 00489, 0.27471867 ), ( 8, 00479, 0.2616555 ), ( 9, 00788, 0.25961792 ), ( 10, 00032, 0.2579834 ) ]
00067; [ ( 1, 00473, 0.44602573 ), ( 2, 00767, 0.41805232 ), ( 3, 00842, 0.34217915 ), ( 4, 00914, 0.32219028 ), ( 5, 00160, 0.2896319 ), ( 6, 00550, 0.28336716 ), ( 7, 00804, 0.27827007 ), ( 8, 00770, 0.25649118 ), ( 9, 00879, 0.24222425 ), ( 10, 00703, 0.23952885 ) ]
00100; [ ( 1, 00183, 0.7066693 ), ( 2, 00579, 0.57494706 ), ( 3, 01017, 0.41339487 ), ( 4, 00926, 0.14693269 ), ( 5, 00392, 0.13997543 ), ( 6, 01019, 0.13358994 ), ( 7, 00297, 0.1238694 ), ( 8, 00767, 0.12274253 ), ( 9, 00727, 0.12238433 ), ( 10, 00898, 0.11927939 ) ]
00060; [ ( 1, 01234, 0.27677944 ), ( 2, 00767, 0.27148676 ), ( 3, 00505, 0.2568053 ), ( 4, 00392, 0.237299 ), ( 5, 00189, 0.21734203 ), ( 6, 00676, 0.21177682 ), ( 7, 01016, 0.21177682 ), ( 8, 01004, 0.20472674 ), ( 9, 01095, 0.19629863 ), ( 10, 00543, 0.19339892 ) ]
00061; [ ( 1, 00969, 1.2821907 ), ( 2, 00502, 0.7244111 ), ( 3, 00754, 0.5026721 ), ( 4, 00196, 0.48740247 ), ( 5, 00437, 0.44715577 ), ( 6, 00511, 0.44248402 ), ( 7, 00685, 0.36031002 ), ( 8, 00501, 0.3522961 ), ( 9, 01079, 0.33141127 ), ( 10, 00912, 0.3095374 ) ]
00064; [ ( 1, 00543, 0.32876152 ), ( 2, 00576, 0.29305157 ), ( 3, 01188, 0.28836128 ), ( 4, 01200, 0.26657423 ), ( 5, 00368, 0.23233162 ), ( 6, 00062, 0.231223 ), ( 7, 00628, 0.22802646 ), ( 8, 01201, 0.223317 ), ( 9, 01206, 0.2164816 ), ( 10, 00194, 0.21073483 ) ]
00065; [ ( 1, 00490, 0.5862528 ), ( 2, 00964, 0.4419332 ), ( 3, 00505, 0.35879177 ), ( 4, 00904, 0.34403032 ), ( 5, 00446, 0.3360499 ), ( 6, 00140, 0.33088192 ), ( 7, 00906, 0.3278908 ), ( 8, 01047, 0.31374082 ), ( 9, 00543, 0.30218813 ), ( 10, 01110, 0.29986185 ) ]
00062; [ ( 1, 00944, 0.41859865 ), ( 2, 00063, 0.33041573 ), ( 3, 00926, 0.32466525 ), ( 4, 00931, 0.3227867 ), ( 5, 00964, 0.32007384 ), ( 6, 01134, 0.3067478 ), ( 7, 00647, 0.3047105 ), ( 8, 00489, 0.29349607 ), ( 9, 01169, 0.29282826 ), ( 10, 00208, 0.285042 ) ]
00063; [ ( 1, 00767, 0.20758669 ), ( 2, 00685, 0.19062263 ), ( 3, 00988, 0.17825288 ), ( 4, 00582, 0.1778603 ), ( 5, 01171, 0.16481248 ), ( 6, 00571, 0.155845 ), ( 7, 01207, 0.14802942 ), ( 8, 00564, 0.14221156 ), ( 9, 00358, 0.13663827 ), ( 10, 00520, 0.1345 ) ]
00057; [ ( 1, 00987, 0.5743995 ), ( 2, 00081, 0.4450877 ), ( 3, 00912, 0.4218496 ), ( 4, 00989, 0.38846642 ), ( 5, 01091, 0.35990438 ), ( 6, 00265, 0.35002646 ), ( 7, 00080, 0.33987448 ), ( 8, 00905, 0.3153243 ), ( 9, 00778, 0.28862888 ), ( 10, 00178, 0.25852463 ) ]
00058; [ ( 1, 00505, 0.6379379 ), ( 2, 00187, 0.4548052 ), ( 3, 00767, 0.43429768 ), ( 4, 00905, 0.36654598 ), ( 5, 01170, 0.3580708 ), ( 6, 00016, 0.3385139 ), ( 7, 00438, 0.33843547 ), ( 8, 00904, 0.3364429 ), ( 9, 00347, 0.31798652 ), ( 10, 00437, 0.28268057 ) ]
00055; [ ( 1, 00936, 0.2147985 ), ( 2, 01131, 0.16707243 ), ( 3, 01173, 0.15336835 ), ( 4, 01202, 0.14459741 ), ( 5, 00860, 0.14288454 ), ( 6, 00922, 0.12956512 ), ( 7, 00431, 0.1197124 ), ( 8, 00589, 0.11179017 ), ( 9, 00951, 0.10099828 ), ( 10, 01136, 0.097631924 ) ]
00056; [ ( 1, 01102, 0.53719544 ), ( 2, 00903, 0.50134885 ), ( 3, 00432, 0.3864088 ), ( 4, 00987, 0.34287292 ), ( 5, 01173, 0.29268688 ), ( 6, 00860, 0.28965628 ), ( 7, 00517, 0.25520235 ), ( 8, 00767, 0.24141781 ), ( 9, 00605, 0.23026149 ), ( 10, 00988, 0.20193627 ) ]
00059; [ ( 1, 00187, 0.46556434 ), ( 2, 00505, 0.3879477 ), ( 3, 01175, 0.31519282 ), ( 4, 00767, 0.30546314 ), ( 5, 00798, 0.27972832 ), ( 6, 01111, 0.27967584 ), ( 7, 00441, 0.27114606 ), ( 8, 01192, 0.2671798 ), ( 9, 00106, 0.2595755 ), ( 10, 00906, 0.25860837 ) ]
00050; [ ( 1, 00435, 0.43762904 ), ( 2, 00208, 0.36399704 ), ( 3, 00926, 0.30711505 ), ( 4, 00973, 0.29474476 ), ( 5, 00495, 0.25897115 ), ( 6, 00259, 0.24074304 ), ( 7, 00767, 0.2323839 ), ( 8, 01111, 0.22863841 ), ( 9, 00548, 0.22784495 ), ( 10, 00401, 0.21764323 ) ]
00053; [ ( 1, 01170, 0.6206788 ), ( 2, 01173, 0.59793484 ), ( 3, 00987, 0.36240306 ), ( 4, 00001, 0.29459873 ), ( 5, 00589, 0.28058732 ), ( 6, 00271, 0.22112165 ), ( 7, 00989, 0.22018546 ), ( 8, 01102, 0.21585444 ), ( 9, 00983, 0.20655607 ), ( 10, 00588, 0.20625451 ) ]
00054; [ ( 1, 00432, 0.4471485 ), ( 2, 01169, 0.43168384 ), ( 3, 01163, 0.394809 ), ( 4, 00011, 0.30371898 ), ( 5, 00819, 0.26401243 ), ( 6, 01091, 0.21126246 ), ( 7, 00299, 0.18300217 ), ( 8, 00479, 0.17731267 ), ( 9, 00437, 0.1634116 ), ( 10, 01060, 0.16109663 ) ]
00051; [ ( 1, 00568, 0.2903857 ), ( 2, 00386, 0.23558992 ), ( 3, 00767, 0.22715563 ), ( 4, 01185, 0.22280684 ), ( 5, 00925, 0.21946424 ), ( 6, 00441, 0.21398897 ), ( 7, 00114, 0.20100471 ), ( 8, 00444, 0.1856764 ), ( 9, 00505, 0.18507175 ), ( 10, 00646, 0.18357688 ) ]
00052; [ ( 1, 01218, 0.3460648 ), ( 2, 00490, 0.28776985 ), ( 3, 01115, 0.27447268 ), ( 4, 00975, 0.23807943 ), ( 5, 00465, 0.23038805 ), ( 6, 00926, 0.19092456 ), ( 7, 00134, 0.18759112 ), ( 8, 01134, 0.16785403 ), ( 9, 00767, 0.15949184 ), ( 10, 00406, 0.15866444 ) ]
00008; [ ( 1, 00439, 0.5253604 ), ( 2, 00437, 0.2778474 ), ( 3, 00767, 0.23528986 ), ( 4, 00926, 0.22499934 ), ( 5, 01148, 0.22308315 ), ( 6, 00160, 0.1839329 ), ( 7, 00571, 0.18060105 ), ( 8, 00106, 0.17732343 ), ( 9, 00726, 0.16951771 ), ( 10, 00765, 0.16488715 ) ]
00009; [ ( 1, 00545, 0.39162892 ), ( 2, 00870, 0.35363904 ), ( 3, 00165, 0.3081205 ), ( 4, 00690, 0.29645234 ), ( 5, 01184, 0.26429367 ), ( 6, 00414, 0.26272875 ), ( 7, 01115, 0.25758785 ), ( 8, 01013, 0.23636392 ), ( 9, 00059, 0.2277193 ), ( 10, 00878, 0.21804015 ) ]
00002; [ ( 1, 00980, 0.36251515 ), ( 2, 00754, 0.3579282 ), ( 3, 01197, 0.29135644 ), ( 4, 00733, 0.23952946 ), ( 5, 00592, 0.2337538 ), ( 6, 00137, 0.21418124 ), ( 7, 00047, 0.19976284 ), ( 8, 00511, 0.16916281 ), ( 9, 01173, 0.1683145 ), ( 10, 00189, 0.1640018 ) ]
00003; [ ( 1, 00633, 0.9091323 ), ( 2, 01206, 0.4538979 ), ( 3, 00077, 0.4314611 ), ( 4, 00497, 0.4058187 ), ( 5, 01196, 0.38002476 ), ( 6, 00635, 0.36375603 ), ( 7, 00856, 0.35768977 ), ( 8, 00150, 0.35448477 ), ( 9, 00553, 0.34190163 ), ( 10, 01197, 0.3391088 ) ]
00088; [ ( 1, 00614, 0.5057304 ), ( 2, 01171, 0.35078254 ), ( 3, 01091, 0.3263457 ), ( 4, 00987, 0.30231917 ), ( 5, 00062, 0.2972864 ), ( 6, 00432, 0.28773975 ), ( 7, 00790, 0.28070158 ), ( 8, 00262, 0.26250085 ), ( 9, 00437, 0.25893146 ), ( 10, 00989, 0.2433657 ) ]
00001; [ ( 1, 00437, 0.5348856 ), ( 2, 00533, 0.44093087 ), ( 3, 00856, 0.41528338 ), ( 4, 00392, 0.34601665 ), ( 5, 00499, 0.34557506 ), ( 6, 00568, 0.34533805 ), ( 7, 00441, 0.3412421 ), ( 8, 00957, 0.32912603 ), ( 9, 00052, 0.30420762 ), ( 10, 00302, 0.30088592 ) ]
00089; [ ( 1, 00469, 0.69211507 ), ( 2, 00912, 0.65827864 ), ( 3, 00479, 0.62734777 ), ( 4, 00905, 0.5744356 ), ( 5, 00260, 0.51853347 ), ( 6, 00062, 0.44854552 ), ( 7, 00282, 0.44310632 ), ( 8, 00987, 0.42932907 ), ( 9, 01091, 0.40562364 ), ( 10, 00200, 0.39738542 ) ]
00006; [ ( 1, 00047, 0.3473064 ), ( 2, 00031, 0.30484405 ), ( 3, 00976, 0.29673514 ), ( 4, 00496, 0.26504332 ), ( 5, 00441, 0.24940467 ), ( 6, 00497, 0.23844598 ), ( 7, 00533, 0.23030484 ), ( 8, 00856, 0.20554195 ), ( 9, 00437, 0.19506699 ), ( 10, 00593, 0.19396637 ) ]
